Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Umidade Relativa Media;Velocidade do Vento Media;
83229;30/08/1998;0000;;27.2;;1.6;3.1;80.75;1.2;
83229;30/08/1998;1200;1.6;;22.4;;;;;
83229;31/08/1998;0000;;27.9;;9.2;2.6;88.75;1.833333;
83229;31/08/1998;1200;1;;22.2;;;;;
83229;01/09/1998;0000;;27.8;;2;2.7;79;1.8;
83229;01/09/1998;1200;14.5;;21.6;;;;;
83229;02/09/1998;0000;;25.9;;4.1;2.7;87;2.5;
83229;02/09/1998;1200;10.5;;21.2;;;;;
83229;03/09/1998;0000;;28.4;;9.9;2;73.75;2.1;
83229;03/09/1998;1200;11.4;;21;;;;;
83229;04/09/1998;0000;;27.8;;9.6;4.7;74;1.566667;
83229;04/09/1998;1200;0.2;;21;;;;;
83229;05/09/1998;0000;;27.4;;10.4;3.5;76.25;1.3;
83229;05/09/1998;1200;0.1;;22.9;;;;;
83229;06/09/1998;0000;;27.7;;8.7;3.4;79.5;1.333333;
83229;06/09/1998;1200;0;;22.2;;;;;
83229;07/09/1998;0000;;28.5;;10;2.9;77.75;2.033333;
83229;07/09/1998;1200;0;;23.4;;;;;
83229;08/09/1998;0000;;28.4;;7.8;3.2;79.5;1.9;
83229;08/09/1998;1200;0;;23;;;;;
83229;09/09/1998;0000;;27.6;;4.8;2.5;83.75;1.633333;
83229;09/09/1998;1200;0;;22.8;;;;;
83229;10/09/1998;0000;;28.2;;9.7;2.5;75.75;2.633333;
83229;10/09/1998;1200;4;;22.8;;;;;
83229;11/09/1998;0000;;28;;6.8;3;82;3.8;
83229;11/09/1998;1200;4.3;;22.3;;;;;
83229;12/09/1998;0000;;28.2;;9.8;3.2;75.75;3.1;
83229;12/09/1998;1200;2.3;;22.4;;;;;
83229;13/09/1998;0000;;28.5;;8.1;4.1;73.5;2.066667;
83229;13/09/1998;1200;1.6;;21.8;;;;;
83229;14/09/1998;0000;;28.6;;10.4;3.6;77;2.066667;
83229;14/09/1998;1200;0.4;;22;;;;;
83229;15/09/1998;0000;;28.2;;10.3;4.8;73.25;1.9;
83229;15/09/1998;1200;0;;23.7;;;;;
83229;16/09/1998;0000;;28;;3.7;2.3;83;1.533333;
83229;16/09/1998;1200;0;;22.6;;;;;
83229;17/09/1998;0000;;29.1;;9.7;2.2;73.25;1.8;
83229;17/09/1998;1200;0.8;;23;;;;;
83229;18/09/1998;0000;;28.4;;9.8;3.5;78.25;2.2;
83229;18/09/1998;1200;2.6;;22.8;;;;;
83229;19/09/1998;0000;;29;;9.3;3.1;75.75;1.633333;
83229;19/09/1998;1200;0;;22.4;;;;;
83229;20/09/1998;0000;;29.4;;8.4;3.7;69;2.4;
83229;20/09/1998;1200;0;;23.6;;;;;
83229;21/09/1998;0000;;29.4;;9.4;4.9;71.5;1.7;
83229;21/09/1998;1200;0;;22.9;;;;;
83229;22/09/1998;0000;;29.2;;9.6;4.3;71.5;1.8;
83229;22/09/1998;1200;0;;22.4;;;;;
83229;23/09/1998;0000;;28.5;;10.8;4.5;73;1.833333;
83229;23/09/1998;1200;0;;22.7;;;;;
83229;24/09/1998;0000;;28.8;;7.7;4.6;79.25;3.533333;
83229;24/09/1998;1200;2.5;;22.8;;;;;
83229;25/09/1998;0000;;27.6;;4.4;3.9;80.25;2.933333;
83229;25/09/1998;1200;0.3;;22.6;;;;;
83229;26/09/1998;0000;;25.4;;2.2;;85;2.533333;
83229;26/09/1998;1200;6;;21.6;;;;;
83229;27/09/1998;0000;;29;;10.1;1.9;77;2.5;
83229;27/09/1998;1200;0.6;;22.8;;;;;
83229;28/09/1998;0000;;29.9;;10;3.4;72;2.066667;
83229;28/09/1998;1200;0;;23.6;;;;;
83229;29/09/1998;0000;;29.5;;10.5;;71.75;1.9;
83229;29/09/1998;1200;1.8;;23.2;;;;;
83229;30/09/1998;0000;;27.4;;5.9;4;80.75;1.533333;
83229;30/09/1998;1200;0;;23;;;;;
83229;01/10/1998;0000;;28.5;;9.7;3.2;77;2.05;
83229;01/10/1998;1200;2;;21.9;;;;;
83229;02/10/1998;0000;;28.7;;7.8;2.9;78.75;1.3;
83229;02/10/1998;1200;7.6;;21.6;;;;;
83229;03/10/1998;0000;;29.2;;10.3;3.7;72.5;1.266667;
83229;03/10/1998;1200;0;;23.7;;;;;
83229;04/10/1998;0000;;29.6;;5;3.7;73.75;1.366667;
83229;04/10/1998;1200;0;;24;;;;;
83229;05/10/1998;0000;;29.7;;9.1;3.1;74.75;2.866667;
83229;05/10/1998;1200;6.4;;22.6;;;;;
83229;06/10/1998;0000;;30;;10.8;;73.75;2.433333;
83229;06/10/1998;1200;0;;23.5;;;;;
83229;07/10/1998;0000;;29.8;;10.7;;71.25;3.166667;
83229;07/10/1998;1200;0;;24;;;;;
83229;08/10/1998;0000;;30;;9.6;4.8;74;2.933333;
83229;08/10/1998;1200;0;;23.8;;;;;
83229;09/10/1998;0000;;30;;7.2;3.4;74.25;1.966667;
83229;09/10/1998;1200;0.6;;24.5;;;;;
83229;10/10/1998;0000;;29.8;;8.7;4.4;71.5;2.4;
83229;10/10/1998;1200;0;;23.4;;;;;
83229;11/10/1998;0000;;30;;10.4;3.5;72.5;2.233333;
83229;11/10/1998;1200;0;;23.2;;;;;
83229;12/10/1998;0000;;30.8;;8.3;4.3;73.5;1.733333;
83229;12/10/1998;1200;0;;23.4;;;;;
83229;13/10/1998;0000;;29.9;;10.2;4.7;75.25;2.333333;
83229;13/10/1998;1200;0.8;;23.4;;;;;
83229;14/10/1998;0000;;30;;10.9;4.6;72.25;2.133333;
83229;14/10/1998;1200;0;;23.9;;;;;
83229;15/10/1998;0000;;29.6;;11;4.2;73;1.966667;
83229;15/10/1998;1200;0;;23.9;;;;;
83229;16/10/1998;0000;;29.4;;10.8;4.8;69;1.466667;
83229;16/10/1998;1200;0;;23.4;;;;;
83229;17/10/1998;0000;;30.4;;8.2;4.5;76;3.366667;
83229;17/10/1998;1200;0;;22.8;;;;;
83229;18/10/1998;0000;;32.4;;9.5;4.9;72.75;2.866667;
83229;18/10/1998;1200;0;;25.6;;;;;
83229;19/10/1998;0000;;31.4;;6.7;4.5;76.75;1.633333;
83229;19/10/1998;1200;0;;25.4;;;;;
83229;20/10/1998;0000;;28.4;;4.1;2.8;88.25;1.9;
83229;20/10/1998;1200;0.5;;23.8;;;;;
83229;21/10/1998;0000;;24.8;;0;1.9;90.75;1.9;
83229;21/10/1998;1200;40.8;;22.2;;;;;
83229;22/10/1998;0000;;27.2;;6.6;1.1;85.75;1.566667;
83229;22/10/1998;1200;41.4;;22.3;;;;;
83229;23/10/1998;0000;;27.2;;2.9;2.3;83.5;1.833333;
83229;23/10/1998;1200;8.8;;23.4;;;;;
83229;24/10/1998;0000;;29.4;;6.6;2.2;79.25;2.066667;
83229;24/10/1998;1200;2.8;;23.4;;;;;
83229;25/10/1998;0000;;29.8;;10.7;3.4;75.75;1.966667;
83229;25/10/1998;1200;0.1;;24.6;;;;;
83229;26/10/1998;0000;;30.1;;10.6;3.9;80.5;2.066667;
83229;26/10/1998;1200;0;;24.4;;;;;
83229;27/10/1998;0000;;30.2;;10.3;4.8;74.25;2.633333;
83229;27/10/1998;1200;0;;23.9;;;;;
83229;28/10/1998;0000;;30;;10.9;4.8;66.5;1.9;
83229;28/10/1998;1200;0;;24.4;;;;;
83229;29/10/1998;0000;;30.2;;10.4;5;73;2.133333;
83229;29/10/1998;1200;0;;23.5;;;;;
83229;30/10/1998;0000;;30;;10.7;4.7;72.5;2.566667;
83229;30/10/1998;1200;0;;24.4;;;;;
83229;31/10/1998;0000;;29.8;;9;4.7;72.25;1.433333;
83229;31/10/1998;1200;0;;23.6;;;;;
83229;01/11/1998;0000;;30;;6.9;4.6;74.25;2.233333;
83229;01/11/1998;1200;0;;24;;;;;
83229;02/11/1998;0000;;30.1;;5.7;3;83;1.866667;
83229;02/11/1998;1200;0;;24;;;;;
83229;03/11/1998;0000;;30;;3.2;4.1;78.5;1.866667;
83229;03/11/1998;1200;0.3;;23.8;;;;;
83229;04/11/1998;0000;;30.4;;7.8;3;81.25;1.833333;
83229;04/11/1998;1200;1.4;;24.1;;;;;
83229;05/11/1998;0000;;31.5;;5.4;3.3;78;2.066667;
83229;05/11/1998;1200;0;;25.7;;;;;
83229;06/11/1998;0000;;31;;7.1;3.7;81.25;1.733333;
83229;06/11/1998;1200;0;;24.5;;;;;
83229;07/11/1998;0000;;28.2;;0;0.3;80.75;1.366667;
83229;07/11/1998;1200;0;;25.2;;;;;
83229;08/11/1998;0000;;30.2;;5.2;2.4;80;1.8;
83229;08/11/1998;1200;0;;24;;;;;
83229;09/11/1998;0000;;31.2;;6;3.1;78.75;1.633333;
83229;09/11/1998;1200;0;;25;;;;;
83229;10/11/1998;0000;;31.1;;7.4;2.9;80.75;1.533333;
83229;10/11/1998;1200;0;;24.3;;;;;
83229;11/11/1998;0000;;30.4;;5.3;4.5;78.75;1.6;
83229;11/11/1998;1200;0;;25;;;;;
83229;12/11/1998;0000;;31.2;;6.6;4.3;79;1.066667;
83229;12/11/1998;1200;0;;24.4;;;;;
83229;13/11/1998;0000;;28;;6.2;2.8;90;2;
83229;13/11/1998;1200;3.9;;24;;;;;
83229;14/11/1998;0000;;29.8;;9.3;1.8;80.75;1.466667;
83229;14/11/1998;1200;6.4;;22.7;;;;;
83229;15/11/1998;0000;;30.4;;9.6;4.2;76.25;1.266667;
83229;15/11/1998;1200;0;;24.1;;;;;
83229;16/11/1998;0000;;30.4;;2.7;4.2;79.25;2.266667;
83229;16/11/1998;1200;0;;24.6;;;;;
83229;17/11/1998;0000;;30.3;;8.9;3.6;82.25;2.266667;
83229;17/11/1998;1200;2.6;;24.2;;;;;
83229;18/11/1998;0000;;31;;11.2;4.1;74.5;2.5;
83229;18/11/1998;1200;0;;24.1;;;;;
83229;19/11/1998;0000;;30.1;;8.8;4.5;79.25;2.833333;
83229;19/11/1998;1200;0;;23.8;;;;;
83229;20/11/1998;0000;;30.4;;7.4;4.2;78.25;2.633333;
83229;20/11/1998;1200;0;;24.6;;;;;
83229;21/11/1998;0000;;30;;6.4;3.6;84;1.766667;
83229;21/11/1998;1200;0.3;;24.3;;;;;
83229;22/11/1998;0000;;29.5;;4.2;2.5;82;2.633333;
83229;22/11/1998;1200;3.1;;24.3;;;;;
83229;23/11/1998;0000;;29.8;;0;3;87.75;1.766667;
83229;23/11/1998;1200;0.3;;24.6;;;;;
83229;24/11/1998;0000;;28.8;;1.2;1.7;88.75;1.3;
83229;24/11/1998;1200;38.1;;22.2;;;;;
83229;25/11/1998;0000;;30.1;;5.8;2;86.25;2;
83229;25/11/1998;1200;8.9;;22.6;;;;;
83229;26/11/1998;0000;;30.4;;9.5;3;80.25;2.133333;
83229;26/11/1998;1200;0;;24.2;;;;;
83229;27/11/1998;0000;;30.4;;11.4;3.8;73;1.666667;
83229;27/11/1998;1200;0;;23.7;;;;;
83229;28/11/1998;0000;;30.2;;11.6;4.5;76;1.3;
83229;28/11/1998;1200;0;;23.5;;;;;
83229;29/11/1998;0000;;29.9;;6.6;4.2;76.5;1.466667;
83229;29/11/1998;1200;0;;24.4;;;;;
83229;30/11/1998;0000;;31.2;;8.5;3.3;78;1.9;
83229;30/11/1998;1200;0;;24.3;;;;;
83229;01/12/1998;0000;;28;;0.2;4;84;0.966667;
83229;01/12/1998;1200;0.5;;24.4;;;;;
83229;02/12/1998;0000;;29.4;;2.9;1.9;85;1.333333;
83229;02/12/1998;1200;1.7;;23.8;;;;;
83229;03/12/1998;0000;;30.9;;2.9;2.4;79;1.966667;
83229;03/12/1998;1200;0;;25;;;;;
83229;04/12/1998;0000;;31.7;;1.3;3.3;80.75;2.733333;
83229;04/12/1998;1200;0;;24;;;;;
83229;05/12/1998;0000;;30.9;;10.4;3.9;76.75;1.633333;
83229;05/12/1998;1200;0;;24.2;;;;;
83229;06/12/1998;0000;;30.2;;11.5;4.6;72.5;2.2;
83229;06/12/1998;1200;0;;23.6;;;;;
83229;07/12/1998;0000;;30.5;;8.8;4.4;79;1.8;
83229;07/12/1998;1200;0;;23.6;;;;;
83229;08/12/1998;0000;;30.8;;9;3.3;77;1.733333;
83229;08/12/1998;1200;0;;24.6;;;;;
83229;09/12/1998;0000;;30;;0;3.1;79.75;1.533333;
83229;09/12/1998;1200;1.8;;24;;;;;
83229;10/12/1998;0000;;29.9;;10.4;3.2;78.75;2.8;
83229;10/12/1998;1200;0;;23.7;;;;;
83229;11/12/1998;0000;;29.8;;2.9;4.3;79.25;1.666667;
83229;11/12/1998;1200;0;;24.6;;;;;
83229;12/12/1998;0000;;31.6;;8.8;3.4;75;2.166667;
83229;12/12/1998;1200;0.4;;25.4;;;;;
83229;13/12/1998;0000;;31.4;;10.5;4.9;75.75;2.466667;
83229;13/12/1998;1200;0;;24.2;;;;;
83229;14/12/1998;0000;;31.1;;10.3;3.8;78;1.966667;
83229;14/12/1998;1200;0;;24.4;;;;;
83229;15/12/1998;0000;;30.8;;8.9;4.3;77.25;1.8;
83229;15/12/1998;1200;0;;24.3;;;;;
83229;16/12/1998;0000;;31.1;;7;4;80.75;2.4;
83229;16/12/1998;1200;0;;24.6;;;;;
83229;17/12/1998;0000;;30.2;;6.8;3.6;84.75;2.466667;
83229;17/12/1998;1200;0;;24.4;;;;;
83229;18/12/1998;0000;;31.3;;0;4.1;73.75;3.1;
83229;18/12/1998;1200;15.5;;24.7;;;;;
83229;19/12/1998;0000;;30.6;;1.8;4.5;80;1.833333;
83229;19/12/1998;1200;0;;24.8;;;;;
83229;20/12/1998;0000;;30.8;;7.1;3.2;77.5;2.133333;
83229;20/12/1998;1200;1.1;;24.6;;;;;
83229;21/12/1998;0000;;30.3;;11.6;3.8;77.5;1.9;
83229;21/12/1998;1200;0;;24.4;;;;;
83229;22/12/1998;0000;;30.2;;10.3;3.7;75;2.933333;
83229;22/12/1998;1200;2.8;;24.4;;;;;
83229;23/12/1998;0000;;30.6;;11.5;4.8;75;1.966667;
83229;23/12/1998;1200;0;;23.8;;;;;
83229;24/12/1998;0000;;31.2;;11.4;4.7;79;2.1;
83229;24/12/1998;1200;0;;24.5;;;;;
83229;25/12/1998;0000;;30.7;;11.6;3.3;71.5;2.033333;
83229;25/12/1998;1200;0;;24.8;;;;;
83229;26/12/1998;0000;;26.7;;1.4;5.4;85.5;1.833333;
83229;26/12/1998;1200;0.3;;22;;;;;
83229;27/12/1998;0000;;29.8;;11.3;2.4;81;1.766667;
83229;27/12/1998;1200;7.2;;21.4;;;;;
83229;28/12/1998;0000;;30.2;;11.8;3.9;75.75;2;
83229;28/12/1998;1200;3;;23.6;;;;;
83229;29/12/1998;0000;;30.9;;11.9;4.7;74.75;2.4;
83229;29/12/1998;1200;0;;24.6;;;;;
83229;30/12/1998;0000;;31.2;;10.5;4.4;77.25;2.3;
83229;30/12/1998;1200;0;;24.5;;;;;
83229;31/12/1998;0000;;31.3;;9.8;4.2;76.5;2.033333;
83229;31/12/1998;1200;0.2;;24.8;;;;;
83229;01/01/1999;0000;;31.6;;6.8;4.4;77;2.6;
83229;01/01/1999;1200;0;;24.8;;;;;
83229;02/01/1999;0000;;32.6;;11.2;4.9;70.75;2.7;
83229;02/01/1999;1200;0.2;;25;;;;;
83229;03/01/1999;0000;;31.4;;7.4;5.4;73.5;1.9;
83229;03/01/1999;1200;0;;25;;;;;
83229;04/01/1999;0000;;30.2;;3.4;4.6;84.25;1.733333;
83229;04/01/1999;1200;2.4;;24.6;;;;;
83229;05/01/1999;0000;;30.8;;8.3;3.2;75.25;2;
83229;05/01/1999;1200;16.2;;24.7;;;;;
83229;06/01/1999;0000;;30.6;;11.5;5;71.5;2.633333;
83229;06/01/1999;1200;0;;23.8;;;;;
83229;07/01/1999;0000;;30.3;;11.6;4.8;77;1.866667;
83229;07/01/1999;1200;0;;24.2;;;;;
83229;08/01/1999;0000;;30.6;;7.5;4.1;75.25;1.733333;
83229;08/01/1999;1200;0;;24.2;;;;;
83229;09/01/1999;0000;;29.8;;4.3;4.8;88.25;1.966667;
83229;09/01/1999;1200;0;;24.2;;;;;
83229;10/01/1999;0000;;29.8;;2;2;83;1.533333;
83229;10/01/1999;1200;4;;24;;;;;
83229;11/01/1999;0000;;26.6;;0.1;1.9;92.25;0.533333;
83229;11/01/1999;1200;57.4;;22.8;;;;;
83229;12/01/1999;0000;;29.9;;3.6;1.1;79.75;0.933333;
83229;12/01/1999;1200;12.4;;22.8;;;;;
83229;13/01/1999;0000;;30.8;;10.4;3.1;77.5;2.2;
83229;13/01/1999;1200;1.9;;24.3;;;;;
83229;14/01/1999;0000;;30.7;;11.1;4;74.5;1.6;
83229;14/01/1999;1200;0;;24.2;;;;;
83229;15/01/1999;0000;;30.8;;11.3;4.6;74;2.433333;
83229;15/01/1999;1200;0;;24.3;;;;;
83229;16/01/1999;0000;;30.6;;11.6;4.8;73;2.166667;
83229;16/01/1999;1200;0;;24;;;;;
83229;17/01/1999;0000;;30.4;;10.2;4.7;72.75;1.2;
83229;17/01/1999;1200;0;;24.8;;;;;
83229;18/01/1999;0000;;30;;8.4;3.6;77.75;1.866667;
83229;18/01/1999;1200;2;;25.2;;;;;
83229;19/01/1999;0000;;29.5;;10.7;3.9;79.5;1.966667;
83229;19/01/1999;1200;0;;25.2;;;;;
83229;20/01/1999;0000;;30.2;;11;3.5;74.75;1.966667;
83229;20/01/1999;1200;1.5;;24.8;;;;;
83229;21/01/1999;0000;;30.2;;8.1;4;73.25;2.233333;
83229;21/01/1999;1200;0;;24.9;;;;;
83229;22/01/1999;0000;;30.6;;10.1;3.8;70;1.966667;
83229;22/01/1999;1200;0.3;;25.1;;;;;
83229;23/01/1999;0000;;29.4;;11.1;4.6;73.25;1.966667;
83229;23/01/1999;1200;0;;24.4;;;;;
83229;24/01/1999;0000;;30.8;;11.2;5.3;75.25;2.4;
83229;24/01/1999;1200;0.1;;24.7;;;;;
83229;25/01/1999;0000;;31;;11.1;4.9;72.25;1.466667;
83229;25/01/1999;1200;0;;25.4;;;;;
83229;26/01/1999;0000;;30.6;;11.2;5.1;68;2.2;
83229;26/01/1999;1200;0;;25.3;;;;;
83229;27/01/1999;0000;;31.7;;10.2;5.2;80.5;2.9;
83229;27/01/1999;1200;0;;25;;;;;
83229;28/01/1999;0000;;32;;7.9;4.1;77.5;2.633333;
83229;28/01/1999;1200;0;;25.2;;;;;
83229;29/01/1999;0000;;31;;7.7;4.8;79.25;1.533333;
83229;29/01/1999;1200;0.2;;25;;;;;
83229;30/01/1999;0000;;31.8;;10.9;3.6;73.25;2.233333;
83229;30/01/1999;1200;0.7;;25.3;;;;;
83229;31/01/1999;0000;;31.4;;9.3;4.9;71;1.566667;
83229;31/01/1999;1200;0;;25.4;;;;;
83229;01/02/1999;0000;;31.1;;8.5;4.7;81.75;2.033333;
83229;01/02/1999;1200;0;;24.5;;;;;
83229;02/02/1999;0000;;31.3;;9.7;4;76;1.9;
83229;02/02/1999;1200;0;;26;;;;;
83229;03/02/1999;0000;;31.3;;10.4;6;73.5;1.333333;
83229;03/02/1999;1200;0;;25.6;;;;;
83229;04/02/1999;0000;;31.1;;8.8;5.6;76.5;1.4;
83229;04/02/1999;1200;1.7;;23.3;;;;;
83229;05/02/1999;0000;;31.1;;9.5;5.4;78.5;1.766667;
83229;05/02/1999;1200;4.4;;22.7;;;;;
83229;06/02/1999;0000;;31.2;;10.8;4.5;76.5;2.333333;
83229;06/02/1999;1200;3;;24.1;;;;;
83229;07/02/1999;0000;;31.9;;6.9;5.5;74.5;1.566667;
83229;07/02/1999;1200;0.2;;25.7;;;;;
83229;08/02/1999;0000;;30.5;;5.5;4.8;85.5;1.466667;
83229;08/02/1999;1200;0.4;;25;;;;;
83229;09/02/1999;0000;;30.6;;5.2;2.8;88.25;1.133333;
83229;09/02/1999;1200;17.7;;24;;;;;
83229;10/02/1999;0000;;30.7;;10.7;2.5;75.5;1.266667;
83229;10/02/1999;1200;0;;24.3;;;;;
83229;11/02/1999;0000;;30.1;;8.8;4.2;74.25;1.4;
83229;11/02/1999;1200;0;;24.5;;;;;
83229;12/02/1999;0000;;30.6;;10.6;4.2;73.25;1.4;
83229;12/02/1999;1200;0;;24.4;;;;;
83229;13/02/1999;0000;;32.2;;7.6;3.9;82;1.7;
83229;13/02/1999;1200;0.2;;25.4;;;;;
83229;14/02/1999;0000;;30.8;;9.4;3.5;80.75;1.666667;
83229;14/02/1999;1200;6;;24.5;;;;;
83229;15/02/1999;0000;;30.7;;10.5;3.1;77.5;1.566667;
83229;15/02/1999;1200;8;;22.8;;;;;
83229;16/02/1999;0000;;30;;7.6;3.7;81;1.9;
83229;16/02/1999;1200;0.8;;22.9;;;;;
83229;17/02/1999;0000;;29.4;;3.1;3;79.25;2.1;
83229;17/02/1999;1200;6.1;;23.9;;;;;
83229;18/02/1999;0000;;30.5;;9.9;2.7;75.75;1.766667;
83229;18/02/1999;1200;4;;23.8;;;;;
83229;19/02/1999;0000;;30.2;;7.2;4.1;76.75;1.866667;
83229;19/02/1999;1200;0;;25.1;;;;;
83229;20/02/1999;0000;;30.9;;5.4;3.9;83.75;1.366667;
83229;20/02/1999;1200;5;;25.6;;;;;
83229;21/02/1999;0000;;28.8;;0.6;2.7;83.25;0.866667;
83229;21/02/1999;1200;11.4;;23.8;;;;;
83229;22/02/1999;0000;;31.2;;8.4;2.5;77.75;1.7;
83229;22/02/1999;1200;0.2;;24.9;;;;;
83229;23/02/1999;0000;;31.6;;10.1;4.4;71.5;1.733333;
83229;23/02/1999;1200;0;;24.9;;;;;
83229;24/02/1999;0000;;31.4;;9.5;5.3;71.5;1.833333;
83229;24/02/1999;1200;0.2;;25;;;;;
83229;25/02/1999;0000;;29.2;;1.8;4.7;79;1.466667;
83229;25/02/1999;1200;0.2;;25.1;;;;;
83229;26/02/1999;0000;;29.7;;2.9;2.7;80.25;1.166667;
83229;26/02/1999;1200;32.5;;24.4;;;;;
83229;27/02/1999;0000;;26.6;;0;3.3;90.75;0.866667;
83229;27/02/1999;1200;0;;24.8;;;;;
83229;28/02/1999;0000;;30;;5.5;1;79.25;1.466667;
83229;28/02/1999;1200;0.9;;24.4;;;;;
83229;01/03/1999;0000;;31;;7.1;3.2;78.5;0.7;
83229;01/03/1999;1200;0;;25;;;;;
83229;02/03/1999;0000;;30;;4.2;3.8;77.25;1.533333;
83229;02/03/1999;1200;0;;25.5;;;;;
83229;03/03/1999;0000;;30.6;;4.3;3;83.5;1.666667;
83229;03/03/1999;1200;0;;25.2;;;;;
83229;04/03/1999;0000;;31.6;;4.6;3.7;75;2.333333;
83229;04/03/1999;1200;0;;25.8;;;;;
83229;05/03/1999;0000;;30.2;;5;4.2;78.75;2.3;
83229;05/03/1999;1200;0;;25.6;;;;;
83229;06/03/1999;0000;;31.6;;7.6;3.6;74;3.066667;
83229;06/03/1999;1200;0.1;;24.6;;;;;
83229;07/03/1999;0000;;31.8;;10.2;5.1;73.25;2.333333;
83229;07/03/1999;1200;0;;25.3;;;;;
83229;08/03/1999;0000;;31.8;;10.6;4.9;75.75;1.466667;
83229;08/03/1999;1200;2.4;;25.1;;;;;
83229;09/03/1999;0000;;31.1;;10.7;4.2;76.75;2.3;
83229;09/03/1999;1200;0;;25.5;;;;;
83229;10/03/1999;0000;;31.2;;9.9;4.3;76;1.966667;
83229;10/03/1999;1200;0;;24.3;;;;;
83229;11/03/1999;0000;;32.3;;10.1;4.7;76;2.366667;
83229;11/03/1999;1200;0;;25.1;;;;;
83229;12/03/1999;0000;;32;;5.9;5;80.5;2.2;
83229;12/03/1999;1200;0;;25.4;;;;;
83229;13/03/1999;0000;;31.7;;8.3;3.9;79.25;1.2;
83229;13/03/1999;1200;0;;25.6;;;;;
83229;14/03/1999;0000;;32.2;;6.2;3.8;77.75;1.5;
83229;14/03/1999;1200;0;;25.5;;;;;
83229;15/03/1999;0000;;31.1;;10.3;3.9;76;1.8;
83229;15/03/1999;1200;0;;25;;;;;
83229;16/03/1999;0000;;31;;10.8;3.9;73.75;1.966667;
83229;16/03/1999;1200;7.3;;25;;;;;
83229;17/03/1999;0000;;30.2;;10.9;5;63.75;2.066667;
83229;17/03/1999;1200;0;;24.3;;;;;
83229;18/03/1999;0000;;30;;5.9;6.2;79.25;2.066667;
83229;18/03/1999;1200;0;;25.4;;;;;
83229;19/03/1999;0000;;27.9;;5.4;3.8;83.25;1.2;
83229;19/03/1999;1200;0.1;;23.8;;;;;
83229;20/03/1999;0000;;28.5;;2.4;2.5;92.75;0.866667;
83229;20/03/1999;1200;16.3;;23;;;;;
83229;21/03/1999;0000;;30.1;;7.6;1.4;83.25;2.5;
83229;21/03/1999;1200;2.1;;23.5;;;;;
83229;22/03/1999;0000;;31.1;;8.5;4;69.75;2.466667;
83229;22/03/1999;1200;0.1;;25.4;;;;;
83229;23/03/1999;0000;;30.3;;9.7;3.9;79;2.233333;
83229;23/03/1999;1200;8;;24;;;;;
83229;24/03/1999;0000;;29.6;;5.4;4.2;82.75;2.3;
83229;24/03/1999;1200;2.3;;24.2;;;;;
83229;25/03/1999;0000;;27.4;;2.2;2.8;92;1.666667;
83229;25/03/1999;1200;180.2;;23.6;;;;;
83229;26/03/1999;0000;;30.9;;10.6;1.2;74.5;2.033333;
83229;26/03/1999;1200;95;;23.6;;;;;
83229;27/03/1999;0000;;30.2;;10.5;4;75.5;1.833333;
83229;27/03/1999;1200;0;;24.6;;;;;
83229;28/03/1999;0000;;29.9;;10.4;4.5;75;1.9;
83229;28/03/1999;1200;0;;24.3;;;;;
83229;29/03/1999;0000;;29.8;;7.9;4.1;81.25;1.466667;
83229;29/03/1999;1200;0;;24.8;;;;;
83229;30/03/1999;0000;;31.1;;10.6;3.1;80.25;2.366667;
83229;30/03/1999;1200;0;;25.1;;;;;
83229;31/03/1999;0000;;30.8;;9;5.3;71.75;2.7;
83229;31/03/1999;1200;0;;25.9;;;;;
83229;01/04/1999;0000;;29.7;;7.9;4.6;86.75;1.8;
83229;01/04/1999;1200;8.3;;22.7;;;;;
83229;02/04/1999;0000;;29.7;;10.2;2.4;76.75;2.633333;
83229;02/04/1999;1200;9.8;;23.4;;;;;
83229;03/04/1999;0000;;30.4;;10.6;3.4;74.25;2.133333;
83229;03/04/1999;1200;0.5;;25.6;;;;;
83229;04/04/1999;0000;;29.3;;8.9;3.5;79.75;1.266667;
83229;04/04/1999;1200;4.8;;24;;;;;
83229;05/04/1999;0000;;29.6;;7.9;3.2;78.25;2.933333;
83229;05/04/1999;1200;0.6;;24.8;;;;;
83229;06/04/1999;0000;;30.4;;9.1;3.7;78.5;1.733333;
83229;06/04/1999;1200;0;;25.5;;;;;
83229;07/04/1999;0000;;30.8;;10.4;3.6;74.5;1.466667;
83229;07/04/1999;1200;0;;25;;;;;
83229;08/04/1999;0000;;30.1;;8.6;3.8;81.25;1.966667;
83229;08/04/1999;1200;0;;25.7;;;;;
83229;09/04/1999;0000;;30.3;;8.9;3.4;80.5;2.033333;
83229;09/04/1999;1200;0;;25.8;;;;;
83229;10/04/1999;0000;;30.2;;9.1;3.5;77.25;1.966667;
83229;10/04/1999;1200;0.1;;25.7;;;;;
83229;11/04/1999;0000;;28;;2.5;3.4;86.5;2.566667;
83229;11/04/1999;1200;0;;24.3;;;;;
83229;12/04/1999;0000;;25.7;;0;2.4;90;3.266667;
83229;12/04/1999;1200;2.6;;22.8;;;;;
83229;13/04/1999;0000;;26.4;;0;1.9;90.25;3.133333;
83229;13/04/1999;1200;74.1;;22.8;;;;;
83229;14/04/1999;0000;;28.5;;5;0.9;85;0.8;
83229;14/04/1999;1200;87.7;;23.5;;;;;
83229;15/04/1999;0000;;29.8;;9.5;1.8;80.25;1.066667;
